token	codepoint	category	count	first_book	first_main	first_sub	first_title	ids
󐰇	U+D0C07	Cn	4	正文	鑄	󐰇	師同鼎	
󐱉	U+D0C49	Cn	4	正文	󐏨	󐱉	沈子它簋蓋	
󐱷	U+D0C77	Cn	4	正文	󐱷	󐱷	卌二年逑鼎甲	
󐱹	U+D0C79	Cn	4	正文	󐱹	󐱹	卌二年逑鼎甲	
󐱺	U+D0C7A	Cn	4	正文	󐱺	󐱺	卌二年逑鼎甲	
󐲠	U+D0CA0	Cn	4	正文	遺	󐲠	叔卣	
󐳬	U+D0CEC	Cn	4	正文	󐳬	󐳬	曾󐳬公臣鼎	
󐴒	U+D0D12	Cn	4	正文	龏	龏	陽小叔󐴒父鼎	
󐴣	U+D0D23	Cn	4	複合族徽	子匿	子匿	子󐴣觚	
󐵃	U+D0D43	Cn	4	正文	󐵃	󐵃	伯者父簋	
󐵓	U+D0D53	Cn	4	正文	󐵓	󐵓	中小臣󐵓鼎	
󐵸	U+D0D78	Cn	4	正文	󐵸	󐵸	王鬲	
󐵿	U+D0D7F	Cn	4	正文	唯	唯	黃朱󐵿鬲	
󐶄	U+D0D84	Cn	4	正文	其	其	京姜󐶄母鬲	
󐶋	U+D0D8B	Cn	4	正文	鬲	󐶋	芮公鬲	
󐶚	U+D0D9A	Cn	4	正文	鬲	󐶚	虢文公子𬆢鬲	
󐶞	U+D0D9E	Cn	4	正文	󐶞	󐶞	󐶞子奠伯鬲	
󐶻	U+D0DBB	Cn	4	複合族徽	󐦟󐶻	󐦟󐶻	󐦟繭甗	
󐶽	U+D0DBD	Cn	4	正文	豐	󐶽	豐甗	
󐷼	U+D0DFC	Cn	4	正文	寶	󐷼	󐹻父盤	
󐸻	U+D0E3B	Cn	4	正文	󐸻	󐸻	亘󐸻方簋	
󐹇	U+D0E47	Cn	4	正文	父	父	亞󐹇父癸簋	
󐹛	U+D0E5B	Cn	4	正文	農	󐹛	農父簋	
󐹣	U+D0E63	Cn	4	正文	󐹣	󐹣	伯侄簋蓋	
󐹸	U+D0E78	Cn	4	正文	󐹸	󐹸	師󐹸簋	
󐻲	U+D0EF2	Cn	4	正文	是	是	是󐻲簋	
󐽬	U+D0F6C	Cn	4	正文	𡱂	󐽬	殿敖簋蓋	
󐽲	U+D0F72	Cn	4	正文	遄	󐽲	𬾺簋蓋	
󐾝	U+D0F9D	Cn	4	正文	󐾝	󐾝	伐簋	
󐾟	U+D0F9F	Cn	4	正文	󐾟	󐾟	伐簋	
󐾠	U+D0FA0	Cn	4	正文	󐾠	󐾠	伐簋	
󐾬	U+D0FAC	Cn	4	正文	素	󐾬	輔師𠭰簋	
󐾸	U+D0FB8	Cn	4	正文	󐾸	󐾸	作冊夨令簋	
󐾹	U+D0FB9	Cn	4	正文	󐾹	󐾹	作冊夨令簋	
󐿍	U+D0FCD	Cn	4	正文	󐿍	󐿍	㝬簋	
󐿗	U+D0FD7	Cn	4	正文	󐿗	󐿗	󐕱簋蓋	
󐿿	U+D0FFF	Cn	4	正文	氒	󐿿	牧簋	
󑀋	U+D100B	Cn	4	正文	言	言	󑀋京父簋	
󑀍	U+D100D	Cn	4	正文	匊	匊	仲󑀍父簋蓋	
󑀏	U+D100F	Cn	4	正文	哀	哀	伯󑀏簋	
󑀠	U+D1020	Cn	4	正文	召	󑀠	逑盤	
󑁒	U+D1052	Cn	4	正文	盨	󑁒	仲𠂤父盨	
󑁕	U+D1055	Cn	4	正文	盨	󑁔	󑁕戎盨	
󑃘	U+D10D8	Cn	4	正文	󑃘	󑃘	孟羋克母簠	
󑃞	U+D10DE	Cn	4	正文	盞	盞	賓于󑃞盞	
󑃽	U+D10FD	Cn	4	正文	󑃽	󑃽	陳子󑃽盞	
󑄥	U+D1125	Cn	4	正文	󑄥	󑄥	曾孟𪦳諫盆蓋	
󑄳	U+D1133	Cn	4	正文	󑄳	󑄳	仲阪父盆蓋	
󑅢	U+D1162	Cn	4	單一族徽	單一族徽第292組	單一族徽第292組	󑅢爵	
󑅬	U+D116C	Cn	4	單一族徽	單一族徽第302組	單一族徽第302組	󑅬爵	
󑆃	U+D1183	Cn	4	單一族徽	單一族徽第50組	單一族徽第50組	󑆃鑾鈴	
󑇙	U+D11D9	Cn	4	單一族徽	單一族徽第384組	單一族徽第384組	󑇙父丁爵	
󑈌	U+D120C	Cn	4	單一族徽	單一族徽第58組	單一族徽第58組	󑈌父癸爵	
󑉬	U+D126C	Cn	4	正文	𬺠	𬺠	舟𬺠󑉬爵	
󑎋	U+D138B	Cn	4	複合族徽	󑎋丼	󑎋丼	祼丼尊	
󑏨	U+D13E8	Cn	4	單一族徽	單一族徽第540組	單一族徽第540組	󑏨父乙卣蓋	
󑐣	U+D1423	Cn	4	複合族徽	󑐣子	󑐣子	甚觶	
󑑜	U+D145C	Cn	4	複合族徽	子󑑜	子󑑜	子漁斝	
󑑠	U+D1460	Cn	4	單一族徽	單一族徽第193組	單一族徽第193組	隹󑑠斝	
󑑽	U+D147D	Cn	4	單一族徽	單一族徽第194組	單一族徽第194組	󑑽卣蓋	
󑓎	U+D14CE	Cn	4	正文	彝	󑓎	作父辛尊	
󑕂	U+D1542	Cn	4	正文	󑕂	󑕂	琱生尊	
󑕃	U+D1543	Cn	4	正文	󑕃	󑕃	琱生尊	
󑕅	U+D1545	Cn	4	正文	󑕅	󑕅	琱生尊	
󑕆	U+D1546	Cn	4	正文	󑕆	󑕆	琱生尊	
󑕇	U+D1547	Cn	4	正文	󑕇	󑕇	曾侯諫壺蓋	
󑕿	U+D157F	Cn	4	正文	󑕿	󑕿	󑕿君啓妾壺	
󑖞	U+D159E	Cn	4	正文	󑖞	󑖞	仲姜壺	
󑘵	U+D1635	Cn	4	正文	造	󐿵	芮公󑘵壺	
󑚈	U+D1688	Cn	4	複合族徽	𫤵󑚈	𫤵󑚈	𫤵父癸卣蓋	
󑚌	U+D168C	Cn	4	複合族徽	󑚌𬦚𫳇	󑚌𬦚𫳇	亞寢父乙卣蓋	
󑚝	U+D169D	Cn	4	正文	尊	尊	󑚝󐓨卣	
󑚶	U+D16B6	Cn	4	正文	󑚶	󑚶	󑚶卣	
󑛬	U+D16EC	Cn	4	正文	󑛬	󑛬	𠭰卣蓋	
󑛯	U+D16EF	Cn	4	複合族徽	󑛯舟	󑛯舟	作冊󐹻卣蓋	
󑛷	U+D16F7	Cn	4	正文	󑛷	󑛷	啟卣蓋	
󑝁	U+D1741	Cn	4	正文	󑝁	󑝁	𬀜觥蓋	
󑝏	U+D174F	Cn	4	正文	郳	󑝏	郳公鎛	
󑝑	U+D1751	Cn	4	正文	󑝑	󑝑	陶觥蓋	
󑝒	U+D1752	Cn	4	正文	󑝒	󑝒	陶觥蓋	
󑟂	U+D17C2	Cn	4	正文	󑟂	󑟂	攻吳大叔盤	
󑟑	U+D17D1	Cn	4	正文	御	御	魯正叔之󑟑盤	
󑟙	U+D17D9	Cn	4	正文	𩒳	󑟙	囂伯盤	
󑟪	U+D17EA	Cn	4	正文	揚	󑟪	令鼎	
󑟯	U+D17EF	Cn	4	正文	󑟯	󑟯	叔多父盤	
󑟰	U+D17F0	Cn	4	正文	󑟰	󑟰	叔多父盤	
󑡒	U+D1852	Cn	4	正文	󑡒	󑡒	由盉	
󑡡	U+D1861	Cn	4	正文	匜	󑡡	工季生匜	
󑢂	U+D1882	Cn	4	正文	󑢂	󑢂	𠑇匜	
󑢉	U+D1889	Cn	4	正文	󑢉	󑢉	󑢉匜	
󑢒	U+D1892	Cn	4	正文	祈	𬀚	太保󑢒仲匜	
󑣌	U+D18CC	Cn	4	正文	僕	󑣌	鄧子僕戈	
󑣲	U+D18F2	Cn	4	正文	󑣲	󑣲	楚公逆鐘	
󑤆	U+D1906	Cn	4	正文	󑤆	󑤆	大克鼎	
󑤈	U+D1908	Cn	4	正文	󑤈	󑤈	叔夷鐘一	
󑤿	U+D193F	Cn	4	正文	󑤿	󑤿	曾侯與鐘Ⅰ乙	
󑥗	U+D1957	Cn	4	正文	󑥗	󑥗	許子醬𠂤鎛甲	
󑥙	U+D1959	Cn	4	正文	󑥙	󑥙	𪒠鎛甲	
󑦆	U+D1986	Cn	4	單一族徽	單一族徽第322組	單一族徽第322組	󑦆戈	
󑦺	U+D19BA	Cn	4	正文	萃	󑦺	昭王之諻戈	
󑧋	U+D19CB	Cn	4	正文	󑧋	󑧋	󑧋師寢戈	
󑧚	U+D19DA	Cn	4	正文	󑧚	󑧚	息之王戟	
󑧿	U+D19FF	Cn	4	正文	冶	󑧿	單父司寇鈹	
󑨇	U+D1A07	Cn	4	正文	冶	󑨇	叚陽庫戈	
󑨕	U+D1A15	Cn	4	正文	呂	呂	呂王之孫󑨕戈	
󑨦	U+D1A26	Cn	4	正文	󑨦	󑨦	甾丘令癰戈	
󑨭	U+D1A2D	Cn	4	正文	冶	󑨭	馬雍令事吳戈	
󑩥	U+D1A65	Cn	4	正文	󑩥	󑩥	上郡守疾戈	
󑪡	U+D1AA1	Cn	4	正文	󑪡	󑪡	󑪡氏仲履戈	
󑪴	U+D1AB4	Cn	4	正文	󑪴	󑪴	向令𢼊戈	
󑫊	U+D1ACA	Cn	4	正文	敺	敺	毆󑫊戈	
󑫒	U+D1AD2	Cn	4	正文	󑫒	󑫒	鄝公戈	
󑫞	U+D1ADE	Cn	4	正文	千	千	󑫞󑫟戈	
󑬷	U+D1B37	Cn	4	正文	󑬷	󑬷	守相信平君鈹	
󑭆	U+D1B46	Cn	4	正文	󑭆	󑭆	󑭆鈹	
󑭳	U+D1B73	Cn	4	正文	󑭳	󑭳	新造旗杆鐓	
󑭶	U+D1B76	Cn	4	正文	冶	󑭶	八年鳥柱盆	
󑮨	U+D1BA8	Cn	4	正文	󑮨	󑮨	右行󑮨環權	
󑮾	U+D1BBE	Cn	4	正文	󑮾	󑮾	鄂君啓舟節	
󑮿	U+D1BBF	Cn	4	正文	󑮿	󑮿	鄂君啓舟節	
󑯙	U+D1BD9	Cn	4	正文	󑯙	󑯙	󑯙陽庶子燈	
󑯝	U+D1BDD	Cn	4	正文	󑯝	󑯝	曾仲蒍君󑯝鎮墓獸座	
󑯼	U+D1BFC	Cn	4	正文	󑯼	󑯼	業邘令陽戈	
󰅇	U+F0147	Co	4	正文	󰅇	󰅇	𬰿方彝蓋	
󰌓	U+F0313	Co	4	正文	󰌓	󰌓	󰌓監簋	
󰌖	U+F0316	Co	4	正文	󰌖	󰌖	元尊	
󰌙	U+F0319	Co	4	正文	󰌙	󰌙	戍鈴方彝	
(cid:41329)	(cid:41329)	CID	3	複合族徽	󐹇(cid:41329)	󐹇(cid:41329)	亞󐹇(cid:41329)父丁角	
(cid:41333)	(cid:41333)	CID	3	複合族徽	𡨦(cid:41333)	𡨦(cid:41333)	寢(cid:41333)角	
(cid:41398)	(cid:41398)	CID	3	複合族徽	司(cid:41398)	司(cid:41398)	司(cid:41398)觚	
𾉻	U+3E27B	Cn	3	正文	豐	󐑯	叔𾉻簋蓋	
񄯫	U+44BEB	Cn	3	正文	道	񄯫	文盨	
񄴉	U+44D09	Cn	3	正文	񄴉	񄴉	楚񄴉鼎蓋	
񄼘	U+44F18	Cn	3	正文	񄼘	񄼘	񄼘卣蓋	
񄽅	U+44F45	Cn	3	正文	󐻺	󐻺	𥾈氏񄽅簋甲蓋	
񄿨	U+44FE8	Cn	3	正文	尊	񄿨	仲姜簋蓋	
񅅝	U+4515D	Cn	3	正文	盨	񅅝	伯大師釐盨蓋	
񅈝	U+4521D	Cn	3	正文	舒	󈪭	󈪭子񅈝(cid:11174)蓋	
񅉘	U+45258	Cn	3	正文	薦	񅉘	曾仲𰃘簋丙	
񅏍	U+453CD	Cn	3	正文	隰	񅏍	晉侯對盨乙蓋	
񅑟	U+4545F	Cn	3	正文	鼎	񅑟	蒍子昃鼎	
񅙢	U+45662	Cn	3	正文	󐭩	񅙢	大師小子𼎎簋蓋	
񅜰	U+45730	Cn	3	正文	誨	񅜰	叔卣	
񅞖	U+45796	Cn	3	正文	斆	񅞖	㑂季簋甲蓋	
񅤈	U+45908	Cn	3	正文	񅤈	񅤈	子㝪񅤈壺	
񰇿	U+701FF	Cn	3	正文	龠	񰇿	疐簋	
󈦣	U+C89A3	Cn	3	正文	簋	󈦣	曾仲𰃘簋甲蓋	
󐁻	U+D007B	Cn	3	正文	󐁻	󐁻	󐁻斧	
󐃌	U+D00CC	Cn	3	正文	󐃌	󐃌	󐃌太師齊簋	
󐄒	U+D0112	Cn	3	正文	朱	󐄒	㺇簋蓋	
󐇇	U+D01C7	Cn	3	單一族徽	單一族徽第372組	單一族徽第372組	󐇇弓形器	
󐈌	U+D020C	Cn	3	複合族徽	󐈌鬼	󐈌鬼	󐈌鬼爵	
󐋇	U+D02C7	Cn	3	單一族徽	單一族徽第495組	單一族徽第495組	󐋇父丁簋	
󐋕	U+D02D5	Cn	3	正文	󐋕	󐋕	󐋕爵簋	
󐍃	U+D0343	Cn	3	正文	䀇	󐍃	邾季瑚甲蓋	
󐍎	U+D034E	Cn	3	複合族徽	󐥜󐍎	󐥜󐍎	齒󐍎鼎	
󐎐	U+D0390	Cn	3	單一族徽	單一族徽第524組	單一族徽第524組	󐎐觚	
󐏎	U+D03CE	Cn	3	正文	棄	󐏎	曾公子棄疾鼎乙	
󐐇	U+D0407	Cn	3	正文	鑊	󐐇	發鼎	
󐐒	U+D0412	Cn	3	正文	一	󐐒	鄂君啓車節	
󐐳	U+D0433	Cn	3	正文	遰	󐐳	遰鼎	
󐑛	U+D045B	Cn	3	正文	虘	󐑛	召皇父盨	
󐑨	U+D0468	Cn	3	正文	䀇	󐑨	仲其父簠乙	
󐑫	U+D046B	Cn	3	正文	䀇	󐑫	商丘叔簠	
󐒀	U+D0480	Cn	3	正文	許	󐒀	許公簠甲	
󐚓	U+D0693	Cn	3	正文	令	󐚓	楚王酓󐮩鼎	
󐜠	U+D0720	Cn	3	正文	𬬤	󐜠	𪒠鎛乙	
󐣅	U+D08C5	Cn	3	正文	勉	󐣅	史墻盤	
󐤅	U+D0905	Cn	3	正文	󐤅	󐤅	󐤅鼎	
󐤐	U+D0910	Cn	3	單一族徽	單一族徽第242組	單一族徽第242組	󐤐鼎	
󐤚	U+D091A	Cn	3	單一族徽	單一族徽第251組	單一族徽第251組	󐤚鼎	
󐤯	U+D092F	Cn	3	複合族徽	己󐤯	己󐤯	󐤯己鼎	
󐥕	U+D0955	Cn	3	複合族徽	󐥕𤰇	󐥕𤰇	󐥕箙鼎	
󐥟	U+D095F	Cn	3	單一族徽	單一族徽第289組	單一族徽第289組	󐥟爵	
󐥪	U+D096A	Cn	3	複合族徽	受󐥪	受󐥪	亞受󐥪鼎	
󐦒	U+D0992	Cn	3	複合族徽	󐦒宅	󐦒宅	冊󐦒宅鼎	
󐦝	U+D099D	Cn	3	正文	󐦝	󐦝	󐦝鼎	
󐦠	U+D09A0	Cn	3	複合族徽	󐦟󐦠	󐦟󐦠	󐦟󐦠癸鼎	
󐦫	U+D09AB	Cn	3	複合族徽	巫󐦫	巫󐦫	巫󐦫祖丁鼎	
󐧀	U+D09C0	Cn	3	複合族徽	󐧀夨	󐧀夨	󐧀夨父辛鼎	
󐧁	U+D09C1	Cn	3	複合族徽	子󐧁	子󐧁	子󐧁父癸鼎	
󐧇	U+D09C7	Cn	3	複合族徽	󐤽󐧇	󐤽󐧇	亞󐤽󐧇鼎	
󐧍	U+D09CD	Cn	3	正文	旅	󐧍	伯(cid:6960)鼎	
󐧕	U+D09D5	Cn	3	複合族徽	󐅳󐧕	󐅳󐧕	󐅳冊󐧕辛鼎	
󐧞	U+D09DE	Cn	3	正文	󐧞	󐧞	󐧞鼎	
󐧱	U+D09F1	Cn	3	正文	󐧱	󐧱	󐧱鼎	
󐧲	U+D09F2	Cn	3	正文	󐧲	󐧲	󐧲鼎	
󐨂	U+D0A02	Cn	3	正文	󐨂	󐨂	󐨂伯鼎	
󐨵	U+D0A35	Cn	3	正文	󐨵	󐨵	󐨵監鼎	
󐩃	U+D0A43	Cn	3	單一族徽	單一族徽第428組	單一族徽第428組	󐩃觚	
󐩽	U+D0A7D	Cn	3	正文	󐩽	󐩽	󐩽鼎	
󐪈	U+D0A88	Cn	3	正文	懿	󐪈	匡卣	
󐪔	U+D0A94	Cn	3	正文	󐪔	󐪔	若母󐪔鼎	
󐪘	U+D0A98	Cn	3	正文	󐪘	󐪘	󐪘駒父鼎	
󐪛	U+D0A9B	Cn	3	複合族徽	󐪛又	󐪛又	󐪛又父乙觶	
󐫔	U+D0AD4	Cn	3	正文	梁	󐫔	大梁左庫戈	
󐬒	U+D0B12	Cn	3	正文	率	󐬒	呂伯簋乙蓋	
󐬵	U+D0B35	Cn	3	正文	𠦪	󐬵	伯克父盨乙蓋	
󐭅	U+D0B45	Cn	3	正文	浴	󐭅	蒍子朋缶蓋	
󐭎	U+D0B4E	Cn	3	正文	生	生	󐭎偖生鼎	
󐭴	U+D0B74	Cn	3	正文	求	󐭴	戍求鼎	
󐮉	U+D0B89	Cn	3	正文	闌	󐮉	戍𫲱鼎	
󐮪	U+D0BAA	Cn	3	正文	紹	󐮪	楚王酓󐮩鼎	
󐯙	U+D0BD9	Cn	3	正文	祼	󐯙	我鼎	
󐯪	U+D0BEA	Cn	3	正文	剌	󐯪	鄭莊公之孫鼎	
󐰔	U+D0C14	Cn	3	正文	󐏨	󐰔	師望鼎	
󐰘	U+D0C18	Cn	3	正文	󐼯	󐰘	小子生尊	
󐰱	U+D0C31	Cn	3	正文	彝	󐰱	王子午鼎	
󐰳	U+D0C33	Cn	3	正文	祈	󐰳	王子午鼎	
󐱁	U+D0C41	Cn	3	正文	彤	󐱁	宜侯夨簋	
󐱆	U+D0C46	Cn	3	正文	𢳎	󐱆	師󐱅鼎	
󐱊	U+D0C4A	Cn	3	正文	繛	󐱊	善夫山鼎	
󐱼	U+D0C7C	Cn	3	正文	綰	󐱼	卌三年逑鼎丙	
󐲊	U+D0C8A	Cn	3	正文	󐲍	󐲊	大盂鼎	
󐲌	U+D0C8C	Cn	3	正文	召	󐲌	大盂鼎	
󐲙	U+D0C99	Cn	3	正文	遄	󐲙	𧽊簋	
󐲥	U+D0CA5	Cn	3	正文	也	󐲥	中山王󐑍壺	
󐲪	U+D0CAA	Cn	3	正文	使	󐲪	中山王󐑍壺	
󐳡	U+D0CE1	Cn	3	正文	󐳡	󐳡	󐳡子乙鼎	
󐳼	U+D0CFC	Cn	3	正文	比	比	昶󐳼仲比父鼎	
󐴗	U+D0D17	Cn	3	正文	幾	󐴗	昭王之即簠甲	
󐴘	U+D0D18	Cn	3	正文	卒	󐴘	昭王之即鼎乙	
󐴧	U+D0D27	Cn	3	複合族徽	󐴧󐵤	󐴧󐵤	󐴧󐵤鬲	
󐵤	U+D0D64	Cn	3	複合族徽	󐴧󐵤	󐴧󐵤	󐴧󐵤鬲	
󐵥	U+D0D65	Cn	3	正文	疐	󐵥	子󐺚爵蓋	
󐵩	U+D0D69	Cn	3	複合族徽	󐵩糸	󐵩糸	󐵩糸父丁鬲	
󐵫	U+D0D6B	Cn	3	正文	󐵫	󐵫	󐵫鬲	
󐵯	U+D0D6F	Cn	3	正文	󐵯	󐵯	伯󐵯鬲	
󐵹	U+D0D79	Cn	3	正文	󐧝	󐵹	王鬲	
󐶌	U+D0D8C	Cn	3	正文	組	󐶌	虢季氏子組壺	
󐶐	U+D0D90	Cn	3	正文	󐶐	󐶐	齊不󐶐鬲	
󐶗	U+D0D97	Cn	3	正文	󐶗	󐶗	󐶗伯武君鬲	
󐶙	U+D0D99	Cn	3	正文	蓼	󐶙	𬑪士父鬲	
󐶩	U+D0DA9	Cn	3	正文	亞	亞	亞󐶩鬲	
󐶪	U+D0DAA	Cn	3	正文	與	󐶪	曾侯與鬲	
󐶰	U+D0DB0	Cn	3	正文	󐶰	󐶰	曾卿事󐶰鬲	
󐶺	U+D0DBA	Cn	3	複合族徽	𪦾󐶺	𪦾󐶺	𪦾󐶺甗	
󐶼	U+D0DBC	Cn	3	正文	󐶼	󐶼	󐶼從甗	
󐷄	U+D0DC4	Cn	3	正文	母	母	󐷄母癸甗	
󐷉	U+D0DC9	Cn	3	正文	󐷉	󐷉	󐷉甗	
󐷡	U+D0DE1	Cn	3	複合族徽	萈󐷡	萈󐷡	羊己󐷡爵	
󐸄	U+D0E04	Cn	3	正文	󐸄	󐸄	󐸄言	
󐸏	U+D0E0F	Cn	3	單一族徽	單一族徽第405組	單一族徽第405組	󐸏爵	
󐸟	U+D0E1F	Cn	3	複合族徽	甗󐸟	甗󐸟	甗󐸟簋	
󐸡	U+D0E21	Cn	3	複合族徽	󐸡󐸢	󐸡󐸢	󐸡󐸢簋	
󐸧	U+D0E27	Cn	3	複合族徽	子󐸧	子󐸧	子󐸧簋	
󐸫	U+D0E2B	Cn	3	複合族徽	付󐸫	付󐸫	付󐸫簋	
󐸽	U+D0E3D	Cn	3	正文	󐸽	󐸽	鄉󐸽󐣹簋	
󐹏	U+D0E4F	Cn	3	單一族徽	單一族徽第558組	單一族徽第558組	丙󑈎󐹏爵	
󐹧	U+D0E67	Cn	3	正文	󐹧	󐹧	󐹧簋	
󐹴	U+D0E74	Cn	3	正文	󐹴	󐹴	伯󐹴簋	
󐹹	U+D0E79	Cn	3	正文	󐹹	󐹹	呂󐹹簋	
󐹾	U+D0E7E	Cn	3	正文	𦬕	󐹾	士山盤	
󐺐	U+D0E90	Cn	3	正文	薦	󐺐	曾公得豆	
󐺑	U+D0E91	Cn	3	正文	少	少	牧󐺑簋	
󐺓	U+D0E93	Cn	3	正文	󐺓	󐺓	󐺓𥩭簋	
󐺦	U+D0EA6	Cn	3	正文	鄬	󐺦	蒍子朋缶蓋	
󐻉	U+D0EC9	Cn	3	正文	飤	󐻉	伯喬父簋	
󐻊	U+D0ECA	Cn	3	正文	󐻊	󐻊	󐻊年伯簋	
󐻣	U+D0EE3	Cn	3	正文	󐻣	󐻣	󐻣伯簋	
󐻦	U+D0EE6	Cn	3	正文	媵	󐻦	鄂侯簋	
󐻰	U+D0EF0	Cn	3	正文	󐻰	󐻰	季佝父󐻰簋蓋	
󐼔	U+D0F14	Cn	3	正文	逸	󐼔	向逸簋	
󐼤	U+D0F24	Cn	3	正文	匃	󐼤	陳逆簋	
󐼪	U+D0F2A	Cn	3	正文	寢	󐼪	五年琱生簋	
󐼬	U+D0F2C	Cn	3	正文	闌	󐼬	△尊	
󐼰	U+D0F30	Cn	3	正文	芻	󐼰	叔簋蓋	
󐽍	U+D0F4D	Cn	3	正文	往	󐽍	󐽋簋蓋	
󐽞	U+D0F5E	Cn	3	正文	霸	󐽞	霸伯簋蓋	
󐽟	U+D0F5F	Cn	3	正文	𤯍	󐽟	霸伯簋蓋	
󐽠	U+D0F60	Cn	3	正文	幬	󐽠	霸伯簋	
󐽡	U+D0F61	Cn	3	正文	𢳎	󐽡	㺇簋丁	
󐽪	U+D0F6A	Cn	3	正文	醴	󐽪	應侯視工簋丙蓋	
󐽰	U+D0F70	Cn	3	正文	𡱂	󐽰	衛簋乙蓋	
󐽸	U+D0F78	Cn	3	正文	䢱	󐽸	史(cid:19668)簋蓋	
󐾀	U+D0F80	Cn	3	正文	馨	󐾀	㺇簋蓋	
󐾁	U+D0F81	Cn	3	正文	逢	󐾁	㺇簋蓋	
󐾄	U+D0F84	Cn	3	正文	𬝧	󐾄	楚簋甲	
󐾌	U+D0F8C	Cn	3	正文	揚	󐾌	麃父尊	
󐾚	U+D0F9A	Cn	3	正文	佩	󐾚	㺇簋丁	
󐾮	U+D0FAE	Cn	3	正文	宕	󐾮	五年琱生簋	
󐾯	U+D0FAF	Cn	3	正文	揚	󐾯	六年琱生簋	
󐿐	U+D0FD0	Cn	3	正文	知	󐿐	宰獸簋	
󑀑	U+D1011	Cn	3	正文	󑀑	󑀑	󑀑簋	
󑀩	U+D1029	Cn	3	複合族徽	󑀩豕	󑀩豕	󑀩豕觚	
󑀫	U+D102B	Cn	3	複合族徽	󑀫㚔	󑀫㚔	󑀫㚔父辛簋	
󑁅	U+D1045	Cn	3	正文	𩰤	󑁅	呂伯簋甲	
󑁈	U+D1048	Cn	3	正文	顯	󑁈	卲簋乙蓋	
󑁉	U+D1049	Cn	3	正文	釐	󑁉	卲簋乙蓋	
󑁎	U+D104E	Cn	3	正文	盨	󑁎	弭叔盨	
󑁔	U+D1054	Cn	3	正文	盨	󑁔	󑁕戎盨	
󑁪	U+D106A	Cn	3	正文	󐳐	󑁪	十三年𤼈壺乙	
󑂕	U+D1095	Cn	3	正文	䀇	󑂕	魯士𫼍父簠	
󑂜	U+D109C	Cn	3	正文	鑄	󑂜	𬉖山旅虎簠蓋	
󑂪	U+D10AA	Cn	3	正文	曼	󑂪	陳曼簠	
󑂼	U+D10BC	Cn	3	正文	𠣿	󑂼	弭仲簠	
󑂽	U+D10BD	Cn	3	正文	粱	󑂽	伯公父簠	
󑃁	U+D10C1	Cn	3	正文	祖	󑃁	陳逆簠	
󑃇	U+D10C7	Cn	3	正文	期	󑃇	徐王子旃鐘	
󑃌	U+D10CC	Cn	3	正文	秋	󑃌	(cid:6901)王之即缶	
󑃳	U+D10F3	Cn	3	正文	獻	󑃳	十年陳侯午敦	
󑄉	U+D1109	Cn	3	正文	鋪	󑄉	厚氏元鋪	
󑄬	U+D112C	Cn	3	正文	乂	󑄬	晉公盆	
󑄵	U+D1135	Cn	3	正文	󑄵	󑄵	叔無󑄵盆	
󑅤	U+D1164	Cn	3	單一族徽	單一族徽第295組	單一族徽第295組	󑅤爵	
