token	codepoint	category	count	first_book	first_main	first_sub	first_title	ids
󑅳	U+D1173	Cn	3	複合族徽	󑅳天	󑅳天	󑅳天卣蓋	
󑅿	U+D117F	Cn	3	複合族徽	󑅿󐣹	󑅿󐣹	󑅿󐣹觚	
󑆎	U+D118E	Cn	3	複合族徽	子󑆎	子󑆎	子󑆎爵	
󑆏	U+D118F	Cn	3	複合族徽	子󑆏	子󑆏	子󑆏爵	
󑆐	U+D1190	Cn	3	複合族徽	子󑆐	子󑆐	子󑆐爵	
󑆒	U+D1192	Cn	3	複合族徽	子󑆒	子󑆒	子󑆒爵	
󑆓	U+D1193	Cn	3	複合族徽	子󑆓	子󑆓	子󑆓爵	
󑆜	U+D119C	Cn	3	複合族徽	干󑆜	干󑆜	干󑆜爵	
󑆞	U+D119E	Cn	3	複合族徽	𤰇󑆞	𤰇󑆞	箙󑆞爵	
󑆠	U+D11A0	Cn	3	複合族徽	禦󑆠	禦󑆠	禦󑆠爵	
󑆡	U+D11A1	Cn	3	複合族徽	皿󑆡	皿󑆡	皿󑆡爵	
󑆢	U+D11A2	Cn	3	複合族徽	辰󑆢	辰󑆢	辰󑆢爵	
󑆣	U+D11A3	Cn	3	複合族徽	󑆣子	󑆣子	󑆣子爵	
󑆧	U+D11A7	Cn	3	複合族徽	󑆧文	󑆧文	󑆧文爵	
󑆪	U+D11AA	Cn	3	複合族徽	󑆪豕	󑆪豕	󑆪豕爵	
󑆭	U+D11AD	Cn	3	複合族徽	󑆭豕	󑆭豕	󑆭豕爵	
󑆵	U+D11B5	Cn	3	複合族徽	何󑆵	何󑆵	󑆵何爵	
󑆽	U+D11BD	Cn	3	複合族徽	󑆽𬂤	󑆽𬂤	󑆽𬂤爵	
󑆾	U+D11BE	Cn	3	複合族徽	󑆾󑆿	󑆾󑆿	󑆾󑆿爵	
󑆿	U+D11BF	Cn	3	複合族徽	󑆾󑆿	󑆾󑆿	󑆾󑆿爵	
󑇋	U+D11CB	Cn	3	單一族徽	單一族徽第375組	單一族徽第375組	󑇋祖丙爵	
󑇔	U+D11D4	Cn	3	正文	乙	乙	󑇔父乙爵	
󑇮	U+D11EE	Cn	3	複合族徽	子󑇮爰	子󑇮爰	子󑇮爰爵	
󑇯	U+D11EF	Cn	3	複合族徽	子󑇯	子󑇯	子丁󑇯爵	
󑇷	U+D11F7	Cn	3	複合族徽	𪦾󑇷	𪦾󑇷	𪦾󑇷辛爵	
󑇻	U+D11FB	Cn	3	複合族徽	󐦋󑇻	󐦋󑇻	󐦋丁󑇻爵	
󑈒	U+D1212	Cn	3	複合族徽	󑈒𤰇	󑈒𤰇	箙󑈒父己爵	
󑈔	U+D1214	Cn	3	正文	󑈔	󑈔	史󑈔爵	
󑈞	U+D121E	Cn	3	單一族徽	單一族徽第414組	單一族徽第414組	󑈞丁祖乙角	
󑈪	U+D122A	Cn	3	複合族徽	󑈪回	󑈪回	󑈪回父丁爵	
󑈴	U+D1234	Cn	3	複合族徽	子󑈴	子󑈴	子󑈴父辛爵	
󑉏	U+D124F	Cn	3	複合族徽	𫳇󑉏	𫳇󑉏	亞𫳇父己󑉏爵	
󑉖	U+D1256	Cn	3	複合族徽	󑉖丩干	󑉖丩干	󑉖丩干祖辛爵	
󑉙	U+D1259	Cn	3	正文	󑉙	󑉙	󑉙爵	
󑉞	U+D125E	Cn	3	正文	󑉞	󑉞	󑉞爵	
󑉥	U+D1265	Cn	3	複合族徽	󑉥𢏂	󑉥𢏂	󑉥冊𢏂箕	
󑉻	U+D127B	Cn	3	單一族徽	單一族徽第451組	單一族徽第451組	󑉻觚	
󑊀	U+D1280	Cn	3	複合族徽	子󑊀	子󑊀	子󑊀爵	
󑊃	U+D1283	Cn	3	複合族徽	󑊃木	󑊃木	󑊃木爵	
󑊒	U+D1292	Cn	3	單一族徽	單一族徽第461組	單一族徽第461組	󑊒父乙方彝蓋	
󑋝	U+D12DD	Cn	3	複合族徽	子󑋝	子󑋝	子󑋝觚	
󑋞	U+D12DE	Cn	3	複合族徽	子󑋞	子󑋞	子󑋞 觚	
󑋤	U+D12E4	Cn	3	複合族徽	䀠󑋤	䀠󑋤	䀠󑋤觚	
󑍊	U+D134A	Cn	3	複合族徽	󑍊耳	󑍊耳	聑󑍊觚	
󑍎	U+D134E	Cn	3	複合族徽	󑍎戈	󑍎戈	󑍎戈觚	
󑍓	U+D1353	Cn	3	複合族徽	󑍓豩	󑍓豩	󑍓豩觚	
󑍘	U+D1358	Cn	3	複合族徽	󐦟󑍘	󐦟󑍘	󐦟󑍘觚	
󑍰	U+D1370	Cn	3	複合族徽	󑍰𫷻	󑍰𫷻	󑍰𫷻冊觚	
󑏉	U+D13C9	Cn	3	正文	󑏉	󑏉	婦󑏉觶	
󑏘	U+D13D8	Cn	3	複合族徽	耳󑏘	耳󑏘	聑󑏘觶	
󑐀	U+D1400	Cn	3	複合族徽	子󑐀	子󑐀	子󑐀父己觶	
󑐧	U+D1427	Cn	3	正文	肇	𢼄	󑐧觶	
󑐶	U+D1436	Cn	3	複合族徽	󑐶廌	󑐶廌	亞󑐶廌觶	
󑐸	U+D1438	Cn	3	正文	󑐸	󑐸	󑐸觶	
󑑧	U+D1467	Cn	3	複合族徽	󑑧󐤵	󑑧󐤵	亞󑑧󐤵斝	
󑑬	U+D146C	Cn	3	正文	󑑬	󑑬	󑑬斝	
󑒔	U+D1494	Cn	3	複合族徽	󑒔󐤛	󑒔󐤛	婦󑒔尊	
󑒝	U+D149D	Cn	3	複合族徽	󑒝󐳘	󑒝󐳘	󑒝󐳘尊	
󑒽	U+D14BD	Cn	3	正文	󑒽	󑒽	󑒽尊	
󑓀	U+D14C0	Cn	3	複合族徽	󑓀󐥑巂	󑓀󐥑巂	󑓀父辛尊	
󑓊	U+D14CA	Cn	3	正文	嬴	󑓊	嬴季卣蓋	
󑔻	U+D153B	Cn	3	正文	更	󑔻	盠尊	
󑕯	U+D156F	Cn	3	複合族徽	󑕯史子	󑕯史子	󑕯史子壺	
󑗖	U+D15D6	Cn	3	正文	穫	󑗖	左佐箴錐形器	
󑗡	U+D15E1	Cn	3	正文	醴	󑗡	曾伯陭壺	
󑗬	U+D15EC	Cn	3	正文	鈞	󑗬	匋姒盤	
󑙲	U+D1672	Cn	3	複合族徽	󑙲○	󑙲○	󑙲○祖己	
󑚉	U+D1689	Cn	3	複合族徽	󐧯󑚉	󐧯󑚉	󐧯󑚉卣蓋	
󑚔	U+D1694	Cn	3	正文	彝	󑚔	以向卣	
󑚚	U+D169A	Cn	3	正文	뷃	뷃	󑚚卣蓋	
󑚬	U+D16AC	Cn	3	正文	壬	壬	󑚬卣	
󑜁	U+D1701	Cn	3	正文	農	󑜁	農卣蓋	
󑜘	U+D1718	Cn	3	複合族徽	󑜘󑜙目	󑜘󑜙目	亞󑜘󑜙目卣蓋	
󑜙	U+D1719	Cn	3	複合族徽	󑜘󑜙目	󑜘󑜙目	亞󑜘󑜙目卣蓋	
󑜹	U+D1739	Cn	3	複合族徽	󑜹雨	󑜹雨	󑜹雨觥	
󑜼	U+D173C	Cn	3	正文	冊	冊	冊享󑜼器	
󑝨	U+D1768	Cn	3	複合族徽	󑝨子	󑝨子	󑝨子父丁罍蓋	
󑞌	U+D178C	Cn	3	複合族徽	戈󑞌	戈󑞌	戈󑞌瓿	
󑞖	U+D1796	Cn	3	正文	尊	󑞖	朋缶蓋	
󑞮	U+D17AE	Cn	3	正文	祈	󑞮	諻󑞭缶乙	
󑞽	U+D17BD	Cn	3	正文	󑞽	󑞽	炊伯󑞽盤	
󑟝	U+D17DD	Cn	3	正文	唯	唯	󑟝右盤	
󑟥	U+D17E5	Cn	3	正文	盥	󑟥	叔㝅匜	
󑠉	U+D1809	Cn	3	正文	封	󑠉	散氏盤	
󑠶	U+D1836	Cn	3	單一族徽	單一族徽第103組	單一族徽第103組	亞󑠶母盉	
󑡁	U+D1841	Cn	3	正文	󑡁	󑡁	󑡁盉	
󑡈	U+D1848	Cn	3	正文	𩒳	󑡈	毳盉	
󑡤	U+D1864	Cn	3	正文	匜	󑡤	蔡子󑡣匜	
󑡱	U+D1871	Cn	3	正文	番	番	番仲󑡱匜	
󑢈	U+D1888	Cn	3	正文	󑢈	󑢈	伯󑢈父匜	
󑢘	U+D1898	Cn	3	單一族徽	單一族徽第201組	單一族徽第201組	󑢘鐘甲	
󑢰	U+D18B0	Cn	3	正文	遣	󑢰	侯古堆鎛甲	
󑣀	U+D18C0	Cn	3	正文	汭	󑣀	者𣱼鎛	
󑣄	U+D18C4	Cn	3	正文	𬄜	󑣄	柞鐘丙	
󑣊	U+D18CA	Cn	3	正文	竽	󑣊	𪒠鎛乙	
󑣋	U+D18CB	Cn	3	正文	磬	󑣋	𪒠鎛乙	
󑣏	U+D18CF	Cn	3	正文	󑣏	󑣏	羕陵公戈	
󑣔	U+D18D4	Cn	3	正文	倝	󑣔	𠫑羌鐘甲	
󑣚	U+D18DA	Cn	3	正文	紳	󑣚	曾侯乙鐘二	
󑣥	U+D18E5	Cn	3	正文	遲	󑣥	曾侯乙鐘九	
󑣬	U+D18EC	Cn	3	正文	射	󑣬	曾侯乙鐘四十	
󑣶	U+D18F6	Cn	3	正文	甚	󑣶	甚六鎛	
󑣹	U+D18F9	Cn	3	正文	雝	󑣹	梁其鐘乙	
󑣿	U+D18FF	Cn	3	正文	德	󑣿	蔡侯申鎛丙	
󑤂	U+D1902	Cn	3	正文	釐	󑤂	者減鐘甲	
󑤊	U+D190A	Cn	3	正文	祖	󑤊	叔夷鐘一	
󑤗	U+D1917	Cn	3	正文	𩆜	󑤗	叔夷鐘五	
󑤮	U+D192E	Cn	3	正文	󑤮	󑤮	曾侯鐘	
󑤳	U+D1933	Cn	3	正文	殷	󑤳	曾侯與鐘Ⅰ乙	
󑤴	U+D1934	Cn	3	正文	定	󑤴	曾侯與鐘Ⅰ乙	
󑥓	U+D1953	Cn	3	正文	鎛	󑥓	曾侯子鎛甲	
󑥚	U+D195A	Cn	3	正文	均	󑥚	𪒠鎛甲	
󑥞	U+D195E	Cn	3	正文	祼	󑥞	郳公鎛	
󑦁	U+D1981	Cn	3	正文	筲	󑦁	燕客問量	
󑦩	U+D19A9	Cn	3	單一族徽	單一族徽第229組	單一族徽第229組	󑦩󐣱戈	
󑧠	U+D19E0	Cn	3	正文	󑧠	󑧠	󑧠伯戈	
󑧥	U+D19E5	Cn	3	正文	戟	󑧥	郛氏戟	
󑧨	U+D19E8	Cn	3	正文	戟	󑧨	曾侯𫵬戟	
󑧱	U+D19F1	Cn	3	正文	戟	󑧱	攻吳王戟	
󑧸	U+D19F8	Cn	3	正文	𢆶	󑧸	󑧸竝果戈	
󑧺	U+D19FA	Cn	3	正文	戟	󑧺	曾侯乙戟	
󑨰	U+D1A30	Cn	3	正文	丘	󑨰	雍丘令焌戈	
󑨻	U+D1A3B	Cn	3	正文	譙	󑨻	負黍令韓譙戈	
󑩘	U+D1A58	Cn	3	正文	󑩘	󑩘	安邑司寇󑩘戈	
󑩴	U+D1A74	Cn	3	正文	宋	宋	邢令吳󑩴戈	
󑪌	U+D1A8C	Cn	3	正文	教	󑪌	奅令均戈	
󑪙	U+D1A99	Cn	3	正文	󑪙	󑪙	󑪙戈	
󑪟	U+D1A9F	Cn	3	正文	󑪟	󑪟	陳󑪟子戈	
󑫑	U+D1AD1	Cn	3	正文	󑫑	󑫑	󑫑子紳父戈	
󑫗	U+D1AD7	Cn	3	正文	舊	쏢	外󑫗󑫘戈	
󑫘	U+D1AD8	Cn	3	正文	舊	쏢	外󑫗󑫘戈	
󑫪	U+D1AEA	Cn	3	正文	戟	󑫪	雍令韓匡戟刺	
󑫵	U+D1AF5	Cn	3	正文	󑫵	󑫵	󑫵睘矛	
󑫷	U+D1AF7	Cn	3	正文	下	󑫷	武都矛	
󑬎	U+D1B0E	Cn	3	正文	󑬎	󑬎	󑬎子劍	
󑬕	U+D1B15	Cn	3	正文	䣄	󑬕	攻吳王姑讎亓󑭅劍	
󑮶	U+D1BB6	Cn	3	正文	府	󑮶	中府鐓	
󑮷	U+D1BB7	Cn	3	正文	𫎢	󑮷	鄂君啓車節	
󑯚	U+D1BDA	Cn	3	正文	曲	󑯚	曾子倝鼎	
󑯩	U+D1BE9	Cn	3	正文	右	右	右△󑯩△圜器	
󑯮	U+D1BEE	Cn	3	正文	𬕲	󑯮	曾侯乙鐘架、挂件	
󑯯	U+D1BEF	Cn	3	正文	𬕲	󑯯	曾侯乙鐘架、挂件	
󑯰	U+D1BF0	Cn	3	正文	徵	󑯰	曾侯乙鐘架、挂件	
󑯹	U+D1BF9	Cn	3	複合族徽	󑯹󐤩	󑯹󐤩	󑯹󐤩器	
󑯿	U+D1BFF	Cn	3	複合族徽	尹󑯿첩	尹󑯿첩	尹󑯿첩器	
󑰂	U+D1C02	Cn	3	正文	󑰂	󑰂	乃子󑰂器	
󰌍	U+F030D	Co	3	正文	󰌍	󰌍	󰌍叔鼎	
󰌎	U+F030E	Co	3	正文	󰌎	󰌎	󰌎父鼎	
󰌒	U+F0312	Co	3	正文	󰌒	󰌒	保󰌒母器	
󰌛	U+F031B	Co	3	正文	肅	󰌛	胡鐘	
󰌞	U+F031E	Co	3	正文	󰌞	󰌞	󰌞叔簋	
󰌩	U+F0329	Co	3	複合族徽	󰌩天	󰌩天	󰌩天爵	
󰌬	U+F032C	Co	3	複合族徽	󰌬󰌭	󰌬󰌭	󰌬 󰌭父癸爵	
󰌭	U+F032D	Co	3	複合族徽	󰌬󰌭	󰌬󰌭	󰌬 󰌭父癸爵	
󰌸	U+F0338	Co	3	正文	󐖷	󐖷	曾󰌸尹喬缶	
񄱅	U+44C45	Cn	2	正文	񄱅	񄱅	相室趙翣鼎蓋	
񄺶	U+44EB6	Cn	2	正文	亟	񄺶	伯梁其盨丙蓋	
񄼷	U+44F37	Cn	2	正文	𬹨	񄼷	楚子戠咎鼎	
񅇾	U+451FE	Cn	2	正文	񅇾	񅇾	晉侯񅁓簋	
񅉨	U+45268	Cn	2	正文	񅉨	񅉨	朋叔壺蓋	
񅋤	U+452E4	Cn	2	正文	御	񅋤	因簋	
񅍕	U+45355	Cn	2	正文	(cid:19291)	񅍕	楚王媵(cid:19312)仲嬭加蓋	
񅍶	U+45376	Cn	2	正文	盌	񅍶	叔子㝅卮	
񅐝	U+4541D	Cn	2	正文	攸	攸	񅐝卣蓋	
񅕜	U+4555C	Cn	2	合文	少񅕜	少񅕜	񅅠厨鼎蓋	
񅞾	U+457BE	Cn	2	正文	񅞾	񅞾	󈪭子񅈝盞蓋	
񅣩	U+458E9	Cn	2	正文	񅣩	񅣩	束盉蓋	
񅣹	U+458F9	Cn	2	正文	񅣹	񅣹	應侯簋蓋	
񘷈	U+58DC8	Cn	2	正文	񘷈	񘷈	邿伯祀鼎	
󈦈	U+C8988	Cn	2	正文	稻	󈦈	單叔奐父盨	
󈩙	U+C8A59	Cn	2	正文	(cid:7428)	󈩙	㺇盨	
󐁌	U+D004C	Cn	2	複合族徽	󐁌史	󐁌史	史父己鼎	
󐁏	U+D004F	Cn	2	正文	誕	󐁏	毳卣	
󐂃	U+D0083	Cn	2	正文	追	󐂃	汗簋	
󐄴	U+D0134	Cn	2	正文	󐄴	󐄴	沈子它簋蓋	
󐇯	U+D01EF	Cn	2	正文	賓	󐇯	乃孫鼎	
󐊣	U+D02A3	Cn	2	單一族徽	單一族徽第469組	單一族徽第469組	󐊣父乙卣蓋	
󐋍	U+D02CD	Cn	2	正文	𣬕	󐋍	𤰇亞𫬲角	
󐌇	U+D0307	Cn	2	單一族徽	單一族徽第505組	單一族徽第505組	亞󐌇鼎	
󐍯	U+D036F	Cn	2	正文	󐍯	󐍯	叔󐵋父鼎	
󐎔	U+D0394	Cn	2	正文	󐎔	󐎔	宗人簋甲	
󐏄	U+D03C4	Cn	2	正文	素	󐏄	㺇盉	
󐏠	U+D03E0	Cn	2	正文	󐏠	󐏠	聽簋	
󐏵	U+D03F5	Cn	2	正文	󐏵	󐏵	大盂鼎	
󐐈	U+D0408	Cn	2	單一族徽	單一族徽第176組	單一族徽第176組	亞󐐈父鼎卣蓋	
󐐔	U+D0414	Cn	2	正文	范	󐐔	上范厨鼎	
󐐾	U+D043E	Cn	2	正文	寺	󐐾	曾侯乙鑒	
󐑩	U+D0469	Cn	2	正文	䀇	󐑩	鄀公簠	
󐑬	U+D046C	Cn	2	正文	䀇	󐑬	伯公父簠	
󐓉	U+D04C9	Cn	2	正文	󐓉	󐓉	𩰫比盨	
󐔁	U+D0501	Cn	2	正文	姒	󐔁	󑀛史簋甲	
󐔔	U+D0514	Cn	2	正文	󐔔	󐔔	裘衛盉	
󐔤	U+D0524	Cn	2	正文	𩆜	󐔤	鄭邢叔鐘	
󐔮	U+D052E	Cn	2	正文	𩂣	󐔮	󐔮人守鬲	
󐔲	U+D0532	Cn	2	正文	瀗	󐔲	散氏盤	
󐔴	U+D0534	Cn	2	正文	󐔴	󐔴	老簋	
󐕅	U+D0545	Cn	2	正文	姒	󐕅	雍姒簋	
󐕆	U+D0546	Cn	2	正文	󐕆	󐕆	散車父壺	
󐕈	U+D0548	Cn	2	正文	󐕈	󐕈	郾侯𨊦簋	
󐕡	U+D0561	Cn	2	正文	󐕡	󐕡	長甶盉	
󐕣	U+D0563	Cn	2	正文	󐕣	󐕣	長子盉	
󐕰	U+D0570	Cn	2	正文	棫	󐕰	󐕱簋	
󐕸	U+D0578	Cn	2	正文	󐕸	󐕸	楚王酓󐮩鼎	
󐖖	U+D0596	Cn	2	正文	󐖖	󐖖	鄂君啓車節	
󐖩	U+D05A9	Cn	2	正文	󐖩	󐖩	越邾莒盟辭鐘	
󐗶	U+D05F6	Cn	2	正文	󐗶	󐗶	陳璋圓壺	
󐘾	U+D063E	Cn	2	正文	󐘾	󐘾	新城大令韓定戈	
󐛨	U+D06E8	Cn	2	正文	敄	敄	敄󐛨盉	
󐠑	U+D0811	Cn	2	正文	󐠑	󐠑	洹子孟姜壺甲	
󐢡	U+D08A1	Cn	2	正文	󐢡	󐢡	裘衛盉	
󐣯	U+D08EF	Cn	2	單一族徽	單一族徽第227組	單一族徽第227組	󐣯冊方彝蓋	
󐣻	U+D08FB	Cn	2	單一族徽	單一族徽第233組	單一族徽第233組	亞󐣻父乙罍蓋	
󐤑	U+D0911	Cn	2	單一族徽	單一族徽第243組	單一族徽第243組	󐤑鼎	
󐤖	U+D0916	Cn	2	單一族徽	單一族徽第248組	單一族徽第248組	󐤖鼎	
󐤞	U+D091E	Cn	2	複合族徽	卝󐤞	卝󐤞	卝求爵	
󐤤	U+D0924	Cn	2	單一族徽	單一族徽第258組	單一族徽第258組	󐤤鼎	
󐥜	U+D095C	Cn	2	複合族徽	󐥜󐍎	󐥜󐍎	齒󐍎鼎	
󐥦	U+D0966	Cn	2	正文	沐	󐥦	󐥦鼎	
󐥬	U+D096C	Cn	2	正文	󐥬	󐥬	左右簋	
󐦍	U+D098D	Cn	2	複合族徽	子󐦋󐦍	子󐦋󐦍	子󐦋鼎	
󐦓	U+D0993	Cn	2	複合族徽	萈󐦔耒	萈󐦔耒	󐦓󐦔力鼎	
󐦞	U+D099E	Cn	2	正文	從	󐠈	󐦞作從鼎	
󐦬	U+D09AC	Cn	2	單一族徽	單一族徽第352組	單一族徽第352組	󐦬父辛爵	
󐧡	U+D09E1	Cn	2	正文	𬹦	󐧡	克黃鼎	
󐧧	U+D09E7	Cn	2	正文	󐧧	󐧧	王蔑鼎	
󐨘	U+D0A18	Cn	2	複合族徽	󐀀󐨘𬌺	󐀀󐨘𬌺	𬌺鼎	
󐩀	U+D0A40	Cn	2	正文	󐩀	󐩀	𬤾父鼎	
󐩊	U+D0A4A	Cn	2	正文	𬹦	󐩊	蒍子受鼎	
󐩦	U+D0A66	Cn	2	正文	敶	󐩦	㝬侯之孫敶鼎	
󐪏	U+D0A8F	Cn	2	正文	󐚉	󐪏	楚叔之孫朋鼎蓋	
󐪗	U+D0A97	Cn	2	正文	監	監	󐪗監引鼎	
󐪢	U+D0AA2	Cn	2	正文	󐪢	󐪢	甚鼎	
󐫌	U+D0ACC	Cn	2	正文	𫭑	𫭑	𫭑󐫌鼎	
󐫠	U+D0AE0	Cn	2	正文	齍	󐫠	方𢦚各鼎	
󐫡	U+D0AE1	Cn	2	正文	󐫡	󐫡	靜叔鼎	
󐬯	U+D0B2F	Cn	2	正文	󐬯	󐬯	孟員鼎	
󐬳	U+D0B33	Cn	2	正文	󐬳	󐬳	伯氏始氏鼎	
󐭂	U+D0B42	Cn	2	正文	業	󐭂	昶伯業鼎	
󐭚	U+D0B5A	Cn	2	正文	䳑	󐭚	鄧小仲鼎	
󐭢	U+D0B62	Cn	2	正文	󐭢	󐭢	工𥮐鼎	
󐭨	U+D0B68	Cn	2	正文	󐭨	󐭨	辛鼎	
󐭪	U+D0B6A	Cn	2	正文	󐭪	󐭪	士上盉	
󐭲	U+D0B72	Cn	2	單一族徽	單一族徽第901組	單一族徽第901組	亞󐭲父辛盉	
󐭹	U+D0B79	Cn	2	正文	󐭹	󐭹	史叀鼎	
󐮒	U+D0B92	Cn	2	正文	󐮒	󐮒	寓鼎	
󐮮	U+D0BAE	Cn	2	正文	󐮮	󐮮	𫮩鼎	
󐮳	U+D0BB3	Cn	2	正文	󐮳	󐮳	雍鼎	
󐮶	U+D0BB6	Cn	2	正文	䋣	󐮶	蔡太師䑂鼎	
󐯄	U+D0BC4	Cn	2	正文	𨻲	󐯄	中鼎	
󐯈	U+D0BC8	Cn	2	正文	󐯈	󐯈	荊子鼎	
󐯍	U+D0BCD	Cn	2	正文	󐯍	󐯍	春平相邦葛得鼎	
󐯎	U+D0BCE	Cn	2	正文	󐯎	󐯎	春平相邦葛得鼎	
󐯚	U+D0BDA	Cn	2	正文	𩰤	󐯚	呂鼎	
󐯟	U+D0BDF	Cn	2	正文	沐	󐯟	徐賚尹朁鼎	
󐯵	U+D0BF5	Cn	2	正文	琮	󐯵	作冊󰈀卣	
󐯹	U+D0BF9	Cn	2	正文	󐯹	󐯹	亢鼎	
󐯺	U+D0BFA	Cn	2	正文	󐯺	󐯺	亢鼎	
󐯼	U+D0BFC	Cn	2	正文	觴	󐯼	史獸鼎	
󐰀	U+D0C00	Cn	2	正文	󐰀	󐰀	垣伯豐鼎	
󐰎	U+D0C0E	Cn	2	正文	𫼆	󐰎	應侯簋蓋	
󐰖	U+D0C16	Cn	2	正文	󐰖	󐰖	任鼎	
󐰗	U+D0C17	Cn	2	正文	󐰗	󐰗	任鼎	
󐰚	U+D0C1A	Cn	2	正文	䢱	󐰚	史(cid:19668)鼎	
󐰣	U+D0C23	Cn	2	正文	襮	󐰣	󐕱鼎	
󐰤	U+D0C24	Cn	2	正文	䘳	󐰤	󐕱鼎	
󐱚	U+D0C5A	Cn	2	正文	󐱚	󐱚	師𩛥鼎	
󐱡	U+D0C61	Cn	2	正文	億	󐱡	晉侯󐼠簋	
󐱥	U+D0C65	Cn	2	正文	󐱥	󐱥	五祀衛鼎	
󐱨	U+D0C68	Cn	2	正文	󐱨	󐱨	五祀衛鼎	
󐱩	U+D0C69	Cn	2	正文	召	󐱩	禹鼎	
󐱵	U+D0C75	Cn	2	正文	忱	󐱵	卌二年逑鼎甲	
󐲇	U+D0C87	Cn	2	正文	󐲇	󐲇	大克鼎	
󐲒	U+D0C92	Cn	2	正文	󐲒	󐲒	曶鼎	
󐲓	U+D0C93	Cn	2	正文	󐲓	󐲓	曶鼎	
󐲔	U+D0C94	Cn	2	正文	許	󐲔	曶鼎	
󐲜	U+D0C9C	Cn	2	正文	󐲜	󐲜	曶鼎	
󐲤	U+D0CA4	Cn	2	正文	祼	󐲤	榮簋	
󐲹	U+D0CB9	Cn	2	正文	󐲹	󐲹	中山王󐑍鼎	
󐲽	U+D0CBD	Cn	2	正文	復	󐲽	曾侯與鐘Ⅰ甲	
󐳃	U+D0CC3	Cn	2	正文	󐳃	󐳃	毛公鼎	
󐳳	U+D0CF3	Cn	2	正文	選	󐳳	曾子伯選壺	
󐳶	U+D0CF6	Cn	2	正文	斁	󐳶	曾子󐳶鼎	
󐳸	U+D0CF8	Cn	2	正文	󐳸	󐳸	鄭遣伯󐳷鼎	
󐴃	U+D0D03	Cn	2	正文	󐴃	󐴃	𬐢伯鼎	
󐴊	U+D0D0A	Cn	2	正文	鐈	󐴊	皇㝅鼎蓋	
󐵅	U+D0D45	Cn	2	正文	匊	匊	仲󐵅父鼎	
󐵈	U+D0D48	Cn	2	正文	宴	󐵈	仲宴父鼎	
󐵌	U+D0D4C	Cn	2	正文	󐵌	󐵌	邢丘令鼎	
󐵝	U+D0D5D	Cn	2	正文	󐵝	󐵝	居𲅻𠭯鼎	
󐵱	U+D0D71	Cn	2	正文	󐵱	󐵱	大鬲	
󐶇	U+D0D87	Cn	2	正文	󐶇	󐶇	牧臣簠乙蓋	
󐶉	U+D0D89	Cn	2	正文	雔	雔	呂雔󐶉鬲	
󐶕	U+D0D95	Cn	2	正文	󐶕	󐶕	邿季鬲	
󐶘	U+D0D98	Cn	2	正文	鑄	󐶘	王人󐷩輔甗	
󐶠	U+D0DA0	Cn	2	正文	󐶡	󐶡	󐶠先父鬲	
󐶡	U+D0DA1	Cn	2	正文	󐶡	󐶡	󐶠先父鬲	
󐷴	U+D0DF4	Cn	2	正文	󐷴	󐷴	王孫叔𧬼甗	
󐷺	U+D0DFA	Cn	2	正文	󐷺	󐷺	中甗	
󐸅	U+D0E05	Cn	2	正文	󐸅	󐸅	芮伯甗	
󐸉	U+D0E09	Cn	2	單一族徽	單一族徽第401組	單一族徽第401組	󐸉簋	
󐸑	U+D0E11	Cn	2	單一族徽	單一族徽第407組	單一族徽第407組	󐸑簋	
󐸒	U+D0E12	Cn	2	單一族徽	單一族徽第408.1組	單一族徽第408.1組	󐸒簋	
󐸖	U+D0E16	Cn	2	單一族徽	單一族徽第411組	單一族徽第411組	󐸖簋	
󐹚	U+D0E5A	Cn	2	正文	𩞑	󐹚	新󐹙簋	
